106,5,1
107,5,1
107,6,1
108,5,1
108,6,1
109,5,1
109,6,1
110,5,1
110,6,1
111,5,1
111,6,
112,5,1
112,6,4
113,5,1
113,6,3
114,5,2
114,6,1
115,5,2
115,6,3
116,5,1
117,5,1
117,6,1
118,5,1
118,6,3
119,5,1
120,5,2
120,6,3
121,5,1
121,6,2
122,5,2
122,6,4
123,5,1
123,6,1
124,5,1
124,6,2
125,5,1
126,1,1
126,5,1
126,6,4
127,2,1
127,3,1
127,4,1
127,6,2
128,1,1
128,3,1
129,2,1
129,4,1
129,6,3
130,1,1
130,5,1
131,4,1
131,5,1
131,6,2
132,1,1
132,5,1
132,6,1
133,1,1
133,4,1
133,6,1
134,2,1
134,5,1
134,6,1
135,1,1
135,2,1
135,6,2
136,2,1
136,3,1
136,6,2
137,2,1
137,3,1
137,6,1
138,3,1
138,4,1
138,6,1
139,3,1
139,5,1
140,6,2
141,6,3
142,6,1
143,6,7
144,6,3
145,6,1
146,6,3
147,6,4
148,6,3
149,6,4
150,6,5
151,6,6
152,6,2
153,6,1
154,6,1
155,6,3
156,6,1
157,6,1
158,6,2
159,6,3
160,6,4
161,6,3
162,6,1
163,6,2
164,6,3
165,6,3
166,6,0
167,6,1
168,6,5
169,6,3
170,6,6
171,6,5
172,6,1
173,6,5
174,6,3
175,6,2
176,6,4
177,6,1
178,6,4
179,6,2
180,6,
181,6,3
182,6,2
184,1,1
184,5,1
184,6,4
185,1,1
185,6,3
186,5,1
186,6,1
187,1,1
187,5,1
187,6,2
189,2,1
189,3,1
189,6,4
190,2,1
190,3,1
190,6,3
191,6,2
192,6,3
194,1,1
194,2,1
194,6,1
195,1,1
195,2,1
195,6,1
196,1,1
196,2,1
197,1,1
197,2,1
197,6,1
198,1,1
198,2,1
198,6,1
199,1,2
199,2,1
199,6,5
200,1,1
200,2,1
200,6,3
201,1,1
201,2,1
202,1,1
202,2,1
202,6,2
203,1,1
203,2,1
203,6,4
204,1,1
204,2,1
205,1,1
205,2,1
205,6,4
206,1,1
206,2,1
206,6,2
207,1,1
207,2,1
207,6,1
208,1,1
208,2,1
208,6,2
209,1,1
209,2,1
209,6,1
210,2,1
210,3,1
210,6,2
211,2,1
211,3,1
211,6,2
212,2,1
212,3,1
212,6,3
213,2,1
213,3,1
213,6,3
214,2,1
214,3,1
214,6,1
215,2,1
215,3,1
215,6,4
216,2,1
216,3,1
216,6,2
217,2,1
217,3,1
217,6,1
218,2,1
218,3,1
219,2,1
219,3,1
219,6,1
220,2,1
220,3,1
220,6,1
221,2,1
221,3,1
221,6,3
222,2,1
222,3,1
222,6,1
223,2,2
223,3,2
223,6,3
224,2,1
224,3,1
225,2,1
225,3,1
226,3,1
226,4,1
226,6,1
227,3,1
227,4,1
227,6,3
228,3,1
228,4,1
228,6,3
229,3,1
229,4,1
229,6,4
230,3,2
230,4,1
230,6,3
231,3,1
231,4,1
231,6,1
232,3,1
232,4,1
233,3,1
233,4,1
233,6,4
234,3,1
234,4,1
234,6,1
235,3,1
235,4,1
235,6,3
236,3,1
236,4,1
236,6,3
237,3,1
237,4,1
237,6,1
238,3,1
238,4,1
238,6,2
239,3,1
239,4,1
240,3,1
240,4,1
240,6,2
241,3,1
241,4,1
241,6,1
242,4,1
242,5,1
242,6,3
243,4,1
243,5,1
243,6,2
244,4,1
244,5,1
245,4,1
245,5,1
245,6,3
246,4,3
246,5,1
246,6,2
247,4,1
247,5,1
247,6,1
248,4,1
248,5,1
248,6,1
249,4,1
249,5,1
249,6,3
250,4,1
250,5,1
250,6,1
251,4,1
251,5,1
251,6,3
252,4,1
252,5,1
252,6,2
253,4,1
253,5,2
253,6,1
254,4,1
254,5,1
254,6,4
255,4,1
255,5,1
255,6,4
256,4,1
256,5,1
256,6,1
257,4,1
257,5,1
257,6,1
258,1,1
258,5,1
258,6,1
259,1,1
259,5,1
259,6,2
260,1,1
260,5,1
260,6,1
261,1,1
261,5,1
261,6,4
262,1,1
262,5,1
263,1,1
263,5,1
263,6,2
264,1,1
264,5,1
265,1,1
265,5,1
265,6,2
266,1,1
266,5,2
266,6,1
267,1,1
267,5,1
267,6,4
268,1,1
268,5,1
269,1,1
269,5,1
270,1,2
270,5,1
270,6,1
271,1,1
271,5,1
271,6,1
272,1,1
272,5,1
272,6,4
273,1,1
273,5,1
273,6,1
274,1,2
274,3,2
274,6,2
275,1,1
275,3,2
275,6,3
276,1,1
276,3,1
276,6,1
277,1,1
277,3,1
277,6,1
278,1,1
278,3,1
279,2,1
279,4,1
279,6,5
280,2,2
280,4,1
281,2,1
281,4,1
282,2,1
282,4,1
282,6,3
283,2,1
283,4,1
283,6,3
284,3,1
284,5,1
284,6,3
285,3,1
285,5,1
285,6,1
286,3,1
286,5,1
286,6,3
287,3,1
287,5,1
287,6,4
288,3,1
288,5,1
289,1,1
289,4,1
290,1,1
290,4,1
291,1,1
291,4,1
291,6,2
292,1,1
292,4,1
292,6,1
293,1,1
293,4,1
294,2,1
294,5,1
294,6,1
295,2,1
295,5,1
295,6,1
296,2,1
296,5,1
296,6,3
297,2,1
297,5,1
298,2,1
298,5,1
298,6,1
299,1,1
299,2,1
299,3,1
299,6,4
300,1,1
300,2,1
300,3,1
301,1,1
301,2,1
301,3,1
301,6,1
302,1,1
302,2,1
302,3,1
302,6,2
303,1,1
303,2,1
303,3,1
303,6,5
304,2,1
304,3,1
304,4,1
304,6,2
305,2,1
305,3,1
305,4,1
305,6,1
306,2,1
306,3,1
306,4,1
306,6,4
307,2,1
307,3,2
307,4,1
308,3,1
308,4,1
308,5,1
308,6,3
309,3,1
309,4,1
309,5,1
310,3,1
310,4,1
310,5,1
310,6,4
311,3,1
311,4,1
311,5,1
311,6,
312,3,1
312,4,1
312,5,1
312,6,1
313,1,1
313,4,1
313,5,1
313,6,1
314,1,1
314,4,1
314,5,1
315,1,1
315,4,1
315,5,1
315,6,2
316,1,1
316,4,1
316,5,1
316,6,1
317,1,1
317,4,1
317,5,1
317,6,2
318,1,1
318,2,1
318,5,1
318,6,1
319,1,1
319,2,1
319,5,1
319,6,2
320,1,1
320,2,1
320,5,1
321,1,1
321,2,1
321,5,1
322,1,1
322,2,1
322,5,1
322,6,
323,1,1
323,2,1
323,3,1
323,4,1
323,5,1
324,1,1
324,2,1
324,3,1
324,6,2
325,1,1
325,2,1
325,3,1
326,1,1
326,2,1
326,3,1
327,2,1
327,3,1
327,4,1
328,2,1
328,3,1
328,4,1
328,6,2
329,2,1
329,3,1
329,4,1
329,6,3
330,3,1
330,4,1
330,5,1
330,6,3
331,3,1
331,4,1
331,5,1
332,3,1
332,4,1
332,5,1
333,1,1
333,4,1
333,5,1
333,6,2
334,1,1
334,4,1
334,5,1
335,1,1
335,4,1
335,5,1
336,1,1
336,2,1
336,5,1
337,1,1
337,2,1
337,5,1
338,1,1
338,2,1
338,5,1
338,6,2
339,6,3
340,6,3
341,6,2
342,6,3
343,6,3
344,6,3
345,6,0
346,6,4
347,6,0
348,6,4
349,6,2
350,6,6
351,6,3
352,6,3
353,6,3
354,6,2
355,6,0
356,6,3
357,6,2
358,6,1
359,6,1
360,6,5
361,6,5
362,6,5
363,6,5
364,6,4
365,3,1
365,6,3
366,3,1
366,6,2
367,3,1
367,6,2
368,3,2
368,6,3
369,3,1
369,6,2
370,3,2
370,6,1
371,3,2
371,6,2
372,3,1
372,6,3
373,3,1
373,6,3
374,3,1
374,6,2
375,3,1
375,6,2
376,3,1
377,3,1
378,3,1
378,6,5
379,3,1
379,6,3
380,3,1
380,6,2
381,3,2
381,6,1
382,3,2
382,6,1
383,3,1
384,3,1
384,6,3
385,3,1
385,6,3
386,3,1
386,6,2
387,3,1
387,6,2
388,3,2
388,6,2
389,3,1
389,6,1
390,3,1
390,6,1
391,3,2
391,6,1
392,3,2
392,6,1
393,3,1
393,6,3
394,3,1
394,6,1
395,3,1
395,6,1
396,2,1
396,6,1
397,2,1
397,6,1
398,2,1
399,2,1
400,2,1
400,6,3
401,2,1
401,6,3
402,2,2
402,6,2
403,2,2
403,6,2
404,2,1
404,6,2
405,2,1
405,6,2
406,2,2
406,6,3
407,2,1
407,6,1
408,2,1
408,6,1
409,2,1
409,6,1
410,2,1
410,6,1
411,2,1
411,6,4
412,2,1
412,6,1
413,2,1
413,6,2
414,2,1
414,6,2
415,2,1
415,6,1
416,2,1
416,6,1
417,2,1
417,6,2
418,2,1
418,6,1
419,2,1
419,6,1
420,2,1
420,6,5
421,2,1
421,6,1
422,2,2
422,6,2
423,2,2
423,6,1
424,2,1
424,6,1
425,2,1
425,6,1
426,2,1
426,6,1
427,5,2
427,6,3
428,5,1
428,6,4
429,5,1
429,6,4
430,5,2
430,6,3
431,5,1
431,6,2
432,5,1
432,6,2
433,5,1
433,6,2
434,5,1
434,6,2
435,5,1
435,6,2
436,5,3
436,6,4
437,5,1
438,5,1
439,5,2
439,6,3
440,5,2
440,6,3
441,5,2
441,6,2
442,5,2
442,6,2
443,5,2
443,6,1
444,5,2
444,6,3
445,5,1
446,5,2
446,6,4
447,5,2
447,6,2
448,5,1
448,6,3
449,5,1
449,6,3
450,5,1
450,6,4
451,5,1
452,5,1
453,5,1
453,6,2
454,5,1
454,6,2
455,5,2
455,6,3
456,5,2
456,6,3
457,5,2
457,6,2
458,4,1
459,4,1
460,4,2
460,6,2
461,4,1
461,6,4
462,4,1
462,6,4
463,4,1
463,6,2
464,4,1
464,6,2
465,4,1
465,6,1
466,4,2
466,6,2
467,4,1
468,4,1
468,6,2
469,4,1
469,6,2
470,4,1
471,4,1
472,4,1
472,6,1
473,4,1
473,6,1
474,4,1
474,6,1
475,4,1
475,6,1
476,4,2
476,6,3
477,4,2
477,6,1
478,4,1
478,6,1
479,4,2
479,6,4
480,4,1
480,6,2
481,4,1
482,4,1
482,6,2
483,4,1
483,6,2
484,4,1
484,6,3
485,4,1
485,6,3
486,4,1
486,6,1
487,4,1
488,4,1
489,1,1
489,6,3
490,1,1
490,6,3
491,1,1
491,6,1
492,1,1
492,6,1
493,1,1
493,6,2
494,1,1
495,1,1
495,6,4
496,1,1
496,6,2
497,1,2
497,6,2
498,1,2
498,6,2
499,1,1
499,6,3
500,1,1
500,6,1
501,1,1
501,6,1
502,1,2
502,6,1
503,1,2
503,6,1
504,1,1
504,6,2
505,1,1
505,6,2
506,1,1
507,1,1
508,1,1
508,6,1
509,1,1
509,6,1
510,1,2
510,6,2
511,1,1
512,1,1
513,1,1
513,6,4
514,1,1
514,6,2
515,1,1
515,6,1
516,1,2
516,6,2
517,1,1
517,6,1
518,1,1
518,6,2
519,1,1
519,6,2
520,1,1
520,2,1
521,3,1
521,4,1
521,6,2
522,2,1
522,3,1
523,2,1
523,3,1
523,4,1
523,6,1
524,3,1
524,4,1
524,5,1
524,6,1
525,1,1
525,5,1
525,6,2
526,1,1
526,2,1
526,5,1
526,6,1
527,4,1
527,5,1
528,1,1
528,2,1
528,3,1
529,1,1
529,4,1
529,5,1
538,1,2
538,6,3
539,1,1
539,6,3
540,1,1
540,6,1
541,1,1
541,6,6
542,1,1
542,6,2
543,1,1
543,6,1
544,1,1
545,1,1
545,6,3
546,1,1
546,6,1
547,1,1
547,6,2
548,1,1
549,1,1
550,1,1
550,6,2
551,1,2
551,6,1
552,1,2
552,6,2
553,1,1
553,6,1
554,1,1
554,6,1
555,1,1
555,6,1
556,1,1
556,6,1
557,1,1
557,6,1
558,1,1
558,6,3
559,1,2
559,6,3
560,1,1
560,6,4
561,1,2
561,6,3
562,1,1
562,6,2
563,1,1
563,6,2
564,1,1
565,1,2
565,6,5
566,1,1
566,6,3
567,1,1
567,6,4
568,1,1
568,6,3
569,1,1
569,6,2
570,1,1
571,1,1
571,6,2
572,1,1
572,6,1
573,1,1
573,6,2
574,1,1
574,6,2
575,1,1
575,6,1
576,1,1
576,6,5
577,2,2
577,6,1
578,2,2
578,6,4
579,2,1
579,6,2
580,2,1
580,6,3
581,2,2
581,6,1
582,2,1
582,6,1
583,2,1
583,6,1
584,2,1
584,6,1
585,2,2
585,6,5
586,2,2
586,6,2
587,2,1
587,6,3
588,2,1
588,6,2
589,2,1
589,6,1
590,2,2
590,6,4
591,2,1
591,6,2
592,2,2
592,6,3
593,2,1
593,6,2
594,2,1
594,6,3
595,2,1
595,6,2
596,2,1
596,6,2
597,2,1
597,6,1
598,2,2
598,6,5
599,2,1
599,6,3
600,2,1
600,6,5
601,2,2
601,6,
602,2,2
602,6,
603,2,1
603,6,5
604,2,1
604,6,3
605,2,1
605,6,2
606,2,1
606,6,1
607,2,1
607,6,4
608,2,1
609,2,1
609,6,1
610,2,1
610,6,3
611,2,2
611,6,2
612,2,1
612,6,2
613,2,1
613,6,1
614,2,1
614,6,3
615,3,2
615,6,3
616,3,1
616,6,2
617,3,1
617,6,2
618,3,1
618,6,3
619,3,1
619,6,2
620,3,1
620,6,2
621,3,2
621,6,5
622,3,1
622,6,2
623,3,1
623,6,2
624,3,1
624,6,1
625,3,1
626,3,1
626,6,1
627,3,1
627,6,2
628,3,1
629,3,1
629,6,4
630,3,1
630,6,3
631,3,1
631,6,3
632,3,1
632,6,4
633,3,1
633,6,1
634,3,2
634,6,3
635,3,2
635,6,3
636,3,1
636,6,2
637,3,1
637,6,1
638,3,1
638,6,2
639,3,1
639,6,2
640,3,1
640,6,3
641,3,1
641,6,2
642,3,1
643,3,1
644,3,1
644,6,1
645,3,1
645,6,3
646,3,1
646,6,2
647,3,2
647,6,4
648,3,1
649,3,1
649,6,1
650,3,1
650,6,1
651,3,2
651,6,1
652,3,1
652,6,2
653,3,1
653,6,2
654,4,1
654,6,2
655,4,1
655,6,1
656,4,1
657,4,1
658,4,1
658,6,1
659,4,1
659,6,1
660,4,1
660,6,
661,4,1
662,4,1
662,6,2
663,4,1
664,4,1
664,6,4
665,4,1
665,6,5
666,4,1
666,6,3
667,4,1
667,6,3
668,4,1
669,4,1
669,6,1
670,4,1
670,6,2
671,4,2
671,6,3
672,4,1
672,6,1
673,4,1
673,6,3
674,4,1
674,6,2
675,4,2
675,6,2
676,4,2
676,6,2
677,4,1
677,6,3
678,4,1
679,4,1
679,6,4
680,4,1
680,6,2
681,4,1
681,6,1
682,4,1
682,6,1
683,4,1
683,6,1
684,4,1
684,6,3
685,4,1
686,4,2
686,6,1
687,4,1
687,6,2
688,4,1
688,6,1
689,4,1
689,6,2
690,4,1
690,6,4
691,4,1
691,6,3
692,4,1
692,6,3
693,5,1
693,6,2
694,5,1
694,6,1
695,5,1
695,6,2
696,5,1
696,6,3
697,5,1
697,6,1
698,5,1
698,6,4
699,5,1
699,6,3
700,5,1
700,6,2
701,5,1
701,6,1
702,5,1
702,6,1
703,5,1
703,6,3
704,5,1
704,6,2
705,5,2
705,6,5
706,5,1
707,5,1
707,6,2
708,5,1
708,6,1
709,5,1
709,6,5
710,5,1
710,6,2
711,5,1
711,6,1
712,5,1
712,6,2
713,5,1
713,6,1
714,5,1
715,5,1
715,6,2
716,5,1
716,6,2
717,5,2
717,6,1
718,5,1
718,6,3
719,5,1
719,6,2
720,5,2
720,6,6
721,5,2
721,6,4
722,5,1
723,5,1
723,6,5
724,5,1
725,5,1
725,6,2
726,5,1
727,5,1
727,6,2
728,5,1
728,6,2
729,5,1
729,6,3
730,5,1
730,6,2
731,1,1
731,5,1
731,6,2
732,1,1
732,2,1
732,6,2
733,2,1
733,5,1
733,6,2
734,3,1
734,5,1
734,6,3
735,2,1
735,4,1
735,6,1
736,3,1
736,5,1
737,1,1
737,4,1
738,4,1
738,5,1
738,6,1
739,3,1
739,4,1
739,6,2
740,3,1
740,4,1
740,6,1
741,2,1
741,5,1
741,6,
742,4,1
742,5,1
742,6,3
743,2,1
743,3,1
744,1,1
744,2,1
745,1,1
745,3,1
746,2,1
746,5,1
746,6,1
747,1,2
747,6,2
748,1,2
748,6,3
749,2,1
749,6,3
750,2,2
750,6,4
751,3,2
751,6,1
752,3,1
752,6,3
753,4,1
753,6,2
754,4,1
754,6,2
755,5,1
755,6,2
756,5,1
756,6,3
757,1,1
757,6,2
758,3,1
758,6,2
759,2,1
759,6,2
760,4,1
760,6,2
761,3,1
761,6,1
762,5,1
762,6,3
763,4,1
763,6,2
764,1,1
764,6,2
765,5,1
765,6,2
766,2,2
766,6,4
767,1,1
767,6,1
768,5,1
768,6,3
769,2,1
769,6,1
770,1,1
771,3,2
771,6,2
772,2,2
772,6,5
773,4,1
773,6,1
774,3,2
774,6,
775,5,1
775,6,
776,4,2
776,6,
777,6,3
778,6,3
779,6,2
780,6,3
781,6,3
782,6,1
783,6,3
784,6,3
785,6,3
786,6,4
787,6,1
788,6,3
789,6,2
790,6,2
822,1,1
822,6,4
823,1,1
823,6,2
824,1,1
824,6,4
825,1,1
825,6,2
827,3,2
827,6,5
828,3,1
828,6,2
829,3,2
829,6,4
830,3,1
830,6,1
840,6,2
841,6,6
842,6,3
843,6,2
844,6,1
845,6,2
846,6,6
847,6,1
848,6,4
849,6,5
850,6,9
851,6,3
852,6,4
853,6,3
854,6,1
855,6,4
856,6,4
857,6,1
858,6,3
859,6,4
860,6,2
861,6,7
862,6,1
863,6,3
864,6,0
865,6,4
866,6,6
867,6,4
868,6,6
869,6,4
870,6,4
871,6,1
872,6,4
873,6,4
874,6,2
875,6,6
876,6,1
877,6,6
878,6,6
879,6,1
880,6,3
881,6,3
882,6,4
883,6,3
884,3,1
884,6,2
885,2,1
886,2,1
886,6,2
887,3,2
888,3,1
888,6,3
889,2,1
889,6,1
890,3,1
890,6,2
891,2,2
892,3,1
892,6,1
893,2,1
894,2,1
894,6,1
895,2,2
896,3,2
896,6,1
897,3,2
897,6,4
898,5,1
898,6,1
899,5,2
899,6,3
900,5,1
900,6,1
901,5,1
902,5,2
902,6,1
903,5,2
904,5,1
904,6,3
905,4,1
906,4,1
906,6,1
907,4,1
907,6,
908,4,1
908,6,1
909,4,1
910,4,1
910,6,2
911,4,2
911,6,2
912,1,2
912,6,1
913,1,2
913,6,1
914,1,1
915,1,1
915,6,1
916,1,1
916,6,2
917,1,2
917,6,3
918,1,2
940,1,1
940,6,3
941,1,1
942,1,1
942,6,3
943,1,1
944,1,1
944,6,2
945,1,1
945,6,1
946,1,1
946,6,3
947,1,1
948,1,1
948,6,3
949,1,1
949,6,1
950,1,2
950,6,3
951,1,1
951,6,2
952,1,1
952,6,2
953,1,1
953,6,1
954,1,1
954,6,2
955,1,1
956,1,1
956,6,1
957,1,1
957,6,1
958,2,1
959,2,1
959,6,2
960,2,1
960,6,1
961,2,1
961,6,2
962,2,1
962,6,1
963,2,2
963,6,3
964,2,1
965,2,1
965,6,1
966,2,1
966,6,1
967,2,1
967,6,3
968,2,1
969,2,1
969,6,1
970,2,1
970,6,3
971,2,1
971,6,1
972,2,1
972,6,1
973,2,1
973,6,3
974,2,1
974,6,1
975,2,1
975,6,2
976,3,1
976,6,4
977,3,2
977,6,3
978,3,1
978,6,2
979,3,1
979,6,3
980,3,1
980,6,2
981,3,1
981,6,2
982,3,1
982,6,2
983,3,1
984,3,1
984,6,2
985,3,1
985,6,2
986,3,2
986,6,1
987,3,2
987,6,4
988,3,1
988,6,2
989,3,2
989,6,3
990,3,1
990,6,2
991,3,1
991,6,2
992,3,1
992,6,4
993,3,1
993,6,4
994,4,2
994,6,6
995,4,1
996,4,1
996,6,2
997,4,2
997,6,2
998,4,2
998,6,2
999,4,1
999,6,3
1000,4,1
1000,6,2
1001,4,1
1001,6,3
1002,4,1
1002,6,
1003,4,1
1003,6,2
1004,4,1
1004,6,3
1005,4,1
1006,4,1
1006,6,2
1007,4,1
1007,6,2
1008,4,1
1008,6,2
1009,4,1
1010,4,1
1010,6,2
1011,4,1
1011,6,2
1012,5,1
1013,5,1
1013,6,2
1014,5,1
1014,6,3
1015,5,1
1015,6,4
1016,5,1
1016,6,3
1017,5,1
1017,6,5
1018,5,2
1018,6,4
1019,5,2
1019,6,4
1020,5,1
1021,5,1
1021,6,2
1022,5,1
1022,6,4
1023,5,2
1023,6,5
1024,5,1
1024,6,4
1025,5,1
1025,6,2
1026,5,1
1026,6,3
1027,5,1
1027,6,2
1028,5,1
1028,6,4
1029,5,1
1029,6,1
1030,2,1
1030,5,1
1030,6,3
1031,1,1
1031,4,1
1031,6,
1032,3,1
1032,5,1
1032,6,1
1033,1,1
1033,2,1
1033,3,1
1033,4,1
1033,5,1
1034,1,1
1034,3,1
1034,6,
1035,3,1
1035,5,1
1035,6,6
1036,3,1
1036,5,1
1036,6,1
1037,1,1
1037,3,1
1037,4,1
1037,6,1
1038,1,1
1038,4,1
1038,6,2
1039,2,1
1039,3,1
1039,5,1
1039,6,4
1040,2,1
1040,5,1
1041,1,1
1041,3,1
1042,1,1
1042,4,1
1043,1,1
1043,4,1
1043,6,1
1044,2,1
1044,4,1
1044,5,1
1045,2,1
1045,5,1
1045,6,2
1046,1,1
1046,2,1
1046,3,1
1046,4,1
1046,5,1
1047,1,1
1047,2,1
1047,4,1
1047,6,1
1048,3,1
1048,5,1
1049,1,1
1049,3,1
1049,6,2
1050,2,1
1050,4,1
1050,6,3
1051,2,2
1051,5,1
1051,6,1
1052,1,1
1052,3,1
1052,5,1
1053,3,1
1053,5,1
1053,6,1
1054,1,1
1054,4,1
1054,6,2
1055,2,1
1055,4,1
1055,6,3
1056,1,1
1056,3,1
1057,2,1
1057,4,1
1057,6,1
1058,2,1
1058,4,1
1059,1,1
1059,3,1
1059,6,1
1060,3,1
1060,5,1
1060,6,3
1061,1,1
1061,4,1
1062,2,1
1062,4,1
1062,6,1
1063,2,2
1063,4,1
1063,6,1
1064,2,1
1064,5,1
1064,6,1
1065,1,1
1065,3,1
1065,6,1
1066,2,2
1066,5,1
1066,6,5
1067,4,1
1067,6,1
1068,2,1
1068,6,1
1069,2,1
1070,5,1
1070,6,2
1071,5,1
1072,3,1
1072,6,1
1073,3,1
1074,1,1
1074,6,2
1075,1,1
1075,6,3
1076,4,1
1076,6,2
1077,6,6
1078,6,4
1079,6,5
1080,6,2
1081,6,7
1082,6,2
1088,6,10
1089,6,8
1090,6,4
1091,6,1
1092,6,2
1093,6,4
1094,6,3
1095,6,4
1096,6,6
1097,6,2
1098,6,1
1099,6,6
1100,6,5
1101,6,4
1102,3,2
1103,3,2
1103,6,1
1104,3,1
1104,6,1
1105,3,1
1105,6,1
1106,3,1
1106,6,3
1107,3,2
1108,3,2
1109,3,2
1109,6,1
1110,3,2
1110,6,2
1111,3,1
1111,6,2
1112,3,2
1112,6,1
1113,3,2
1113,6,1
1114,3,2
1114,6,1
1115,3,1
1116,3,1
1117,2,2
1118,2,1
1118,6,1
1119,2,1
1119,6,1
1120,2,1
1121,2,1
1121,6,1
1122,2,1
1122,6,1
1123,2,3
1123,6,4
1124,2,1
1125,2,2
1125,6,1
1126,2,2
1126,6,2
1127,2,1
1127,6,2
1128,2,1
1128,6,1
1129,2,1
1130,5,2
1130,6,2
1131,5,2
1131,6,4
1132,5,1
1133,5,1
1133,6,3
1134,5,1
1135,5,2
1135,6,2
1136,5,1
1137,5,1
1138,5,1
1139,5,1
1140,5,1
1140,6,3
1141,5,1
1141,6,1
1142,5,1
1142,6,1
1143,4,2
1143,6,2
1144,4,1
1145,4,2
1145,6,2
1146,4,1
1146,6,2
1147,4,1
1147,6,2
1148,4,1
1148,6,2
1149,4,1
1150,4,1
1151,4,2
1151,6,1
1152,4,3
1153,4,1
1153,6,3
1154,4,1
1154,6,3
1155,4,3
1156,1,1
1157,1,2
1157,6,1
1158,1,2
1158,6,1
1159,1,1
1160,1,2
1161,1,3
1162,1,1
1162,6,1
1163,1,2
1163,6,2
1164,1,2
1164,6,2
1165,1,1
1165,6,2
1166,1,1
1166,6,2
1167,1,1
1167,6,1
1168,1,2
1169,1,1
1169,6,3
1170,1,1
1170,6,3
1181,1,1
1181,6,3
1183,1,1
1183,6,1
1185,1,1
1185,6,2
1187,1,1
1189,1,1
1189,6,3
1191,2,1
1191,6,3
1193,2,1
1193,6,3
1195,2,1
1195,6,4
1197,3,2
1197,6,6
1199,3,2
1199,6,3
1201,3,1
1201,6,2
1203,3,2
1203,6,1
1205,3,1
1205,6,4
1207,3,1
1207,6,1
1209,3,2
1209,6,4
1211,3,1
1213,3,2
1213,6,3
1215,3,1
1215,6,3
1217,3,2
1217,6,1
1219,3,1
1219,6,3
1221,3,1
1223,3,1
1223,6,1
1225,3,3
1225,6,5
1227,3,1
1227,6,4
1229,3,2
1231,3,1
1231,6,5
1233,3,1
1233,6,2
1235,3,1
1235,6,1
1237,3,1
1237,6,3
1239,4,2
1239,6,2
1241,4,1
1241,6,1
1243,4,2
1243,6,2
1245,4,1
1245,6,1
1247,4,1
1247,6,1
1249,4,2
1249,6,2
1251,4,2
1251,6,1
1253,4,1
1253,6,
1255,4,2
1255,6,4
1257,4,2
1257,6,2
1259,4,2
1259,6,3
1261,4,2
1261,6,4
1263,4,2
1263,6,5
1265,4,1
1265,6,3
1267,4,2
1267,6,5
1269,4,1
1269,6,5
1270,4,1
1270,6,2
1271,4,2
1271,6,1
1272,4,1
1272,6,1
1273,4,1
1273,6,2
1274,4,2
1274,6,4
1275,4,2
1275,6,1
1276,5,2
1276,6,2
1277,5,1
1277,6,
1278,5,1
1278,6,2
1279,5,1
1279,6,2
1280,5,1
1281,5,1
1281,6,3
1282,5,1
1282,6,1
1283,5,2
1283,6,2
1284,5,1
