0,17,Terese Nielsen,Ovinize
0,3,John Avon,Piracy Charm
0,34,Luca Zontini,Primal Plasma
0,19,Steve Prescott,Riptide Pilferer
0,11,Dan Scott,Serendib Sorcerer
0,35,Daren Bader,Serra Sphinx
0,36,Carl Critchlow,Big Game Hunter
0,23,Ron Spears,Blightspeaker
0,21,Kev Walker,Brain Gorgers
0,29,Rob Alexander,Circle of Affliction
0,18,Dave Kendall,Cradle to Grave
0,5,Zoltan Boros & Gabor Szikszai,Dash Hopes
0,31,E. M. Gist,Deadly Grub
0,5,Zoltan Boros & Gabor Szikszai,Enslave
0,33,Jon Foster,Extirpate
0,8,Thomas M. Baxa,Imp's Mischief
0,0,Don Hazeltine,Magus of the Coffers
0,3,John Avon,Midnight Charm
0,21,Kev Walker,Mirri the Cursed
0,9,Jim Nelson,Muck Drubb
0,37,Steve Ellis,Phantasmagorian
0,4,rk post,Ridged Kusite
0,3,John Avon,Roiling Horror
0,37,Steve Ellis,Spitting Sliver
0,14,Steven Belledin,Temporal Extortion
0,14,Steven Belledin,Treacherous Urge
0,22,Alan Pollack,Waning Wurm
0,8,Thomas M. Baxa,Bog Serpent
0,21,Kev Walker,Damnation
0,22,Alan Pollack,Dunerider Outlaw
0,38,Alex Horley-Orlandelli,Kor Dirge
0,39,Lars Grant-West,Melancholy
0,21,Kev Walker,Null Profusion
0,2,Pete Venters,Rathi Trapper
0,21,Kev Walker,Shrouded Lore
0,21,Kev Walker,Vampiric Link
0,5,Zoltan Boros & Gabor Szikszai,Aether Membrane
0,35,Daren Bader,"Akroma, Angel of Fury"
0,26,Greg Staples,Battering Sliver
0,1,Paolo Parente,Detritivore
0,34,Luca Zontini,Dust Corona
0,37,Steve Ellis,Fatal Frenzy
0,26,Greg Staples,Firefright Mage
0,3,John Avon,Fury Charm
0,36,Carl Critchlow,Hammerheim Deadeye
0,38,Alex Horley-Orlandelli,Keldon Marauders
0,31,E. M. Gist,Lavacore Elemental
0,8,Thomas M. Baxa,Magus of the Arena
0,40,Dany Orizio,Needlepeak Spider
0,41,Chippy,Shivan Meteor
0,16,Wayne Reynolds,Stingscourger
0,18,Dave Kendall,Sulfur Elemental
0,24,Volkan Baga,Timecrafting
0,4,rk post,Torchling
0,16,Wayne Reynolds,Volcano Hellion
0,3,John Avon,Boom
0,3,John Avon,Bust
0,15,Tomas Giorello,Dead
0,15,Tomas Giorello,Gone
0,34,Luca Zontini,Rough
0,34,Luca Zontini,Tumble
0,42,Matt Cavotta,Blood Knight
0,16,Wayne Reynolds,Brute Force
0,43,Christopher Moeller,Molten Firebird
0,44,Jeremy Jarvis,Prodigal Pyromancer
0,10,Stephen Tappin,Pyrohemia
0,26,Greg Staples,Reckless Wurm
0,23,Ron Spears,Shivan Wumpus
0,32,Dave DeVries,Simian Spirit Guide
0,41,Chippy,Skirk Shaman
0,9,Jim Nelson,Ana Battlemage
0,14,Steven Belledin,Citanul Woodreaders
0,0,Don Hazeltine,Deadwood Treefolk
0,3,John Avon,Evolution Charm
0,45,Mark Tedin,Fungal Behemoth
0,46,Greg Hildebrandt,Giant Dustwasp
0,37,Steve Ellis,Hunting Wilds
0,36,Carl Critchlow,Jedit Ojanen of Efrava
0,11,Dan Scott,Kavu Predator
0,9,Jim Nelson,Life and Limb
0,16,Wayne Reynolds,Magus of the Library
0,46,Greg Hildebrandt,Mire Boa
0,12,William O'Connor,Pouncing Wurm
0,18,Dave Kendall,Psychotrope Thallid
0,34,Luca Zontini,Reflex Sliver
0,25,Dan Dos Santos,Sophic Centaur
0,25,Dan Dos Santos,Timbermare
0,42,Matt Cavotta,Uktabi Drake
0,30,Heather Hudson,Utopia Vow
0,43,Christopher Moeller,Vitaspore Thallid
0,47,Mark Brill,Wild Pair
0,17,Terese Nielsen,Essence Warden
0,30,Heather Hudson,Fa'adiyah Seer
0,26,Greg Staples,Gaea's Anthem
0,42,Matt Cavotta,Groundbreaker
0,29,Rob Alexander,Harmonize
0,48,Michael Sutfin,Healing Leaves
0,1,Paolo Parente,Hedge Troll
0,9,Jim Nelson,Keen Sense
0,43,Christopher Moeller,Seal of Primordium
0,40,Dany Orizio,Cautery Sliver
0,4,rk post,Darkheart Sliver
0,39,Lars Grant-West,Dormant Sliver
0,34,Luca Zontini,Frenetic Sliver
0,11,Dan Scott,"Intet, the Dreamer"
0,49,Dave Allsop,Necrotic Sliver
0,25,Dan Dos Santos,"Numot, the Devastator"
0,35,Daren Bader,"Oros, the Avenger"
0,28,Jim Murray,"Radha, Heir to Keld"
0,5,Zoltan Boros & Gabor Szikszai,"Teneb, the Harvester"
0,50,Mark Zug,"Vorosh, the Hunter"
0,3,John Avon,"Urborg, Tomb of Yawgmoth"
1,51,Winona Nelson,Acrobatic Maneuver
1,52,Raoul Vitale,Aerial Responder
1,53,Scott Murphy,Aetherstorm Roc
1,24,Volkan Baga,Angel of Invention
1,54,Lake Hurwitz,Authority of the Consuls
1,50,Mark Zug,Aviary Mechanic
1,55,Svetlin Velinov,Built to Last
1,56,Tyler Jacobson,Captured by the Consulate
1,57,Victor Adame Minguez,Cataclysmic Gearhulk
1,58,Daniel Ljunggren,Consulate Surveillance
1,59,David Gaillet,Consul's Shieldguard
1,60,James Paick,Eddytrail Hawk
1,61,Izzy,Fairgrounds Warden
1,62,Jason Felix,Fragmentize
1,55,Svetlin Velinov,Fumigate
1,51,Winona Nelson,Gearshift Ace
1,63,Ryan Pancoast,Glint-Sleeve Artisan
1,14,Steven Belledin,Herald of the Fair
1,64,Chris Rallis,Impeccable Timing
1,65,Deruchenko Alexander,Inspired Charge
1,66,Matt Stewart,Master Trinketeer
1,67,Ryan Alexander Lee,Ninth Bridge Patrol
1,68,Jakub Kasper,Pressure Point
1,51,Winona Nelson,Propeller Pioneer
1,69,Johann Bodin,Refurbish
1,70,James Ryman,Revoke Privileges
1,71,Sara Winters,Servo Exhibition
1,72,John Severin Brassell,Skyswirl Harrier
1,64,Chris Rallis,Skywhaler's Shot
1,52,Raoul Vitale,Tasseled Dromedary
1,73,Sidharth Chaturvedi,Thriving Ibex
1,74,Zezhou Chen,Toolcraft Exemplar
1,68,Jakub Kasper,Trusty Companion
1,60,James Paick,Visionary Augmenter
1,70,James Ryman,Wispweaver Angel
1,62,Jason Felix,Aether Meltdown
1,75,Lucas Graciano,Aether Theorist
1,76,Lius Lasahido,Aether Tradewinds
1,77,Sam Burley,Aethersquall Ancient
1,78,Chris Rahn,Ceremonious Rejection
1,79,Joseph Meehan,Confiscation Coup
1,80,Igor Kieryluk,Curio Vendor
1,81,Anthony Palumbo,Disappearing Act
1,82,Eric Deschamps,Dramatic Reversal
1,83,Jason Rainville,Era of Innovation
1,84,Jesper Ejsing,Experimental Aviator
1,66,Matt Stewart,Failed Inspection
1,85,Filip Burburan,Gearseeker Serpent
1,86,Tommy Arnold,Glimmer of Genius
1,43,Christopher Moeller,Glint-Nest Crane
1,87,Jason Kang,Hightide Hermit
1,81,Anthony Palumbo,Insidious Will
1,11,Dan Scott,Janjeet Sentry
1,88,Cliff Childs,Long-Finned Skywhale
1,61,Izzy,Malfunction
1,89,Kieran Yanner,Metallurgic Summonings
1,11,Dan Scott,Minister of Inquiries
1,90,Slawomir Maniak,Nimble Innovator
1,66,Matt Stewart,"Padeem, Consul of Innovation"
1,91,Nils Hamm,Paradoxical Outcome
1,92,Zack Stella,Revolutionary Rebuff
1,89,Kieran Yanner,Saheeli's Artistry
1,60,James Paick,Select for Inspection
1,90,Slawomir Maniak,Shrewd Negotiation
1,56,Tyler Jacobson,Tezzeret's Ambition
1,93,Jeff Simpson,Thriving Turtle
1,55,Svetlin Velinov,Torrential Gearhulk
1,54,Lake Hurwitz,Vedalken Blademaster
1,11,Dan Scott,Weldfast Wingsmith
1,94,Todd Lockwood,Wind Drake
1,89,Kieran Yanner,Aetherborn Marauder
1,95,Josu Hernaiz,Ambitious Aetherborn
1,96,Daarken,Demon of Dark Schemes
1,97,Magali Villeneuve,Dhund Operative
1,98,Mark Winters,Diabolic Tutor
1,99,Ryan Yee,Die Young
1,73,Sidharth Chaturvedi,Dukhara Scavenger
1,79,Joseph Meehan,Eliminate the Competition
1,73,Sidharth Chaturvedi,Embraal Bruiser
1,100,Min Yum,Essence Extraction
1,101,Tomasz Jedruszek,Fortuitous Find
1,11,Dan Scott,Foundry Screecher
1,102,Christopher Burdett,Fretwork Colony
1,96,Daarken,"Gonti, Lord of Luxury"
1,103,Vincent Proce,Harsh Scrutiny
1,104,Darek Zabrocki,Lawless Broker
1,99,Ryan Yee,Live Fast
1,105,Greg Opalinski,Lost Legacy
1,104,Darek Zabrocki,Make Obsolete
1,70,James Ryman,Marionette Master
1,66,Matt Stewart,Maulfist Squad
1,58,Daniel Ljunggren,Midnight Oil
1,106,Seb McKinnon,Mind Rot
1,89,Kieran Yanner,Morbid Curiosity
1,91,Nils Hamm,Night Market Lookout
1,76,Lius Lasahido,Noxious Gearhulk
1,51,Winona Nelson,Ovalchase Daredevil
1,80,Igor Kieryluk,Prakhata Club Security
1,107,Lindsey Look,Rush of Vitality
1,108,David Palumbo,Subtle Strike
1,109,Tony Foti,Syndicate Trafficker
1,110,Tom Babbey,Thriving Rats
1,111,Bastien L. Deharme,Tidy Conclusion
1,112,Anastasia Ovchinnikova,Underhanded Designs
1,113,Mike Bierek,Weaponcraft Enthusiast
1,69,Johann Bodin,Aethertorch Renegade
1,21,Kev Walker,Brazen Scourge
1,55,Svetlin Velinov,Built to Smash
1,114,Howard Lyon,Cathartic Reunion
1,97,Magali Villeneuve,"Chandra, Torch of Defiance"
1,89,Kieran Yanner,Chandra's Pyrohelix
1,96,Daarken,Combustible Gearhulk
1,14,Steven Belledin,Demolish
1,64,Chris Rallis,Fateful Showdown
1,55,Svetlin Velinov,Furious Reprisal
1,69,Johann Bodin,Giant Spectacle
1,64,Chris Rallis,Harnessed Lightning
1,57,Victor Adame Minguez,Hijack
1,115,Ben Maier,Incendiary Sabotage
1,63,Ryan Pancoast,Inventor's Apprentice
1,39,Lars Grant-West,Lathnu Hellion
1,79,Joseph Meehan,Madcap Experiment
1,116,Josh Hass,Maulfist Doorbuster
1,56,Tyler Jacobson,Pia Nalaar
1,59,David Gaillet,Quicksmith Genius
1,65,Deruchenko Alexander,Reckless Fireweaver
1,117,Yeong-Hao Han,Renegade Tactics
1,19,Steve Prescott,Ruinous Gremlin
1,102,Christopher Burdett,Salivating Gremlins
1,78,Chris Rahn,Skyship Stalker
1,69,Johann Bodin,Spark of Creativity
1,90,Slawomir Maniak,Speedway Fanatic
1,65,Deruchenko Alexander,Spireside Infiltrator
1,118,Viktor Titov,Spontaneous Artist
1,104,Darek Zabrocki,Start Your Engines
1,76,Lius Lasahido,Territorial Gorger
1,85,Filip Burburan,Terror of the Fairgrounds
1,19,Steve Prescott,Thriving Grubs
1,85,Filip Burburan,Wayward Giant
1,119,Raymond Swanland,Welding Sparks
1,120,Zoltan Boros,Appetite for the Unnatural
1,11,Dan Scott,Arborback Stomper
1,71,Sara Winters,Architect of the Untamed
1,108,David Palumbo,Armorcraft Judge
1,121,Wesley Burt,Attune with Aether
1,112,Anastasia Ovchinnikova,Blossoming Defense
1,78,Chris Rahn,Bristling Hydra
1,92,Zack Stella,Commencement of Festivities
1,101,Tomasz Jedruszek,Cowl Prowler
1,88,Cliff Childs,Creeping Mold
1,111,Bastien L. Deharme,Cultivator of Blades
1,53,Scott Murphy,Dubious Challenge
1,52,Raoul Vitale,Durable Handicraft
1,122,Sean Sevestre,Elegant Edgecrafters
1,84,Jesper Ejsing,Fairgrounds Trumpeter
1,53,Scott Murphy,Ghirapur Guide
1,123,Anna Steinbauer,Highspire Artisan
1,52,Raoul Vitale,Hunt the Weak
1,123,Anna Steinbauer,Kujar Seedsculptor
1,124,Jaime Jones,Larger Than Life
1,120,Zoltan Boros,Longtusk Cub
1,92,Zack Stella,Nature's Way
1,125,Clint Cearley,"Nissa, Vital Force"
1,81,Anthony Palumbo,Ornamental Courage
1,97,Magali Villeneuve,"Oviya Pashiri, Sage Lifecrafter"
1,126,Craig J Spearing,Peema Outrider
1,80,Igor Kieryluk,Riparian Tiger
1,114,Howard Lyon,Sage of Shaila's Claim
1,97,Magali Villeneuve,Servant of the Conduit
1,61,Izzy,Take Down
1,66,Matt Stewart,Thriving Rhino
1,124,Jaime Jones,Verdurous Gearhulk
1,73,Sidharth Chaturvedi,Wild Wanderer
1,58,Daniel Ljunggren,Wildest Dreams
1,117,Yeong-Hao Han,Wily Bandar
1,11,Dan Scott,Cloudblazer
1,123,Anna Steinbauer,Contraband Kingpin
1,105,Greg Opalinski,"Depala, Pilot Exemplar"
1,56,Tyler Jacobson,Dovin Baan
1,59,David Gaillet,Empyreal Voyager
1,54,Lake Hurwitz,Engineered Might
1,112,Anastasia Ovchinnikova,Hazardous Conditions
1,103,Vincent Proce,"Kambal, Consul of Allocation"
1,97,Magali Villeneuve,"Rashmi, Eternities Crafter"
1,72,John Severin Brassell,Restoration Gearsmith
1,127,Willian Murai,Saheeli Rai
1,61,Izzy,Unlicensed Disintegration
1,43,Christopher Moeller,Veteran Motorist
1,119,Raymond Swanland,Voltaic Brawler
1,54,Lake Hurwitz,Whirler Virtuoso
1,96,Daarken,Accomplished Automaton
1,88,Cliff Childs,Aetherflux Reservoir
1,60,James Paick,Aetherworks Marvel
1,128,Aaron Miller,Animation Module
1,129,Adam Paquette,Aradara Express
1,130,Sung Choi,Ballista Charger
1,57,Victor Adame Minguez,Bastion Mastodon
1,131,Christine Choi,Bomat Bazaar Barge
1,126,Craig J Spearing,Bomat Courier
1,58,Daniel Ljunggren,Chief of the Foundry
1,88,Cliff Childs,Cogworker's Puzzleknot
1,3,John Avon,Consulate Skygate
1,50,Mark Zug,Cultivator's Caravan
1,83,Jason Rainville,Deadlock Trap
1,128,Aaron Miller,Decoction Module
1,60,James Paick,Demolition Stomper
1,126,Craig J Spearing,Dukhara Peafowl
1,132,Titus Lunter,Dynavolt Tower
1,126,Craig J Spearing,Eager Construct
1,90,Slawomir Maniak,Electrostatic Pummeler
1,128,Aaron Miller,Fabrication Module
1,61,Izzy,Filigree Familiar
1,74,Zezhou Chen,Fireforger's Puzzleknot
1,130,Sung Choi,Fleetwheel Cruiser
1,133,Jason A. Engle,Foundry Inspector
1,134,Kirsten Zirngibl,Ghirapur Orrery
1,89,Kieran Yanner,Glassblower's Puzzleknot
1,62,Jason Felix,Inventor's Goggles
1,104,Darek Zabrocki,Iron League Steed
1,135,Sean Murray,Key to the City
1,103,Vincent Proce,Metalspinner's Puzzleknot
1,124,Jaime Jones,Metalwork Colossus
1,96,Daarken,Multiform Wonder
1,102,Christopher Burdett,Narnam Cobra
1,57,Victor Adame Minguez,Ovalchase Dragster
1,24,Volkan Baga,Panharmonicon
1,88,Cliff Childs,Perpetual Timepiece
1,62,Jason Felix,Prakhata Pillar-Bug
1,136,Noah Bradley,Prophetic Prism
1,61,Izzy,Renegade Freighter
1,133,Jason A. Engle,Scrapheap Scrounger
1,136,Noah Bradley,Self-Assembler
1,137,Richard Wright,Sky Skiff
1,138,Jung Park,"Skysovereign, Consul Flagship"
1,139,Florian de Gesincourt,Smuggler's Copter
1,3,John Avon,Snare Thopter
1,80,Igor Kieryluk,Torch Gauntlet
1,68,Jakub Kasper,Weldfast Monitor
1,57,Victor Adame Minguez,Whirlermaker
1,24,Volkan Baga,Woodweaver's Puzzleknot
1,57,Victor Adame Minguez,Workshop Assistant
1,77,Sam Burley,Aether Hub
1,129,Adam Paquette,Blooming Marsh
1,131,Christine Choi,Botanical Sanctum
1,138,Jung Park,Concealed Courtyard
1,140,Jonas De Ro,Inspiring Vantage
1,140,Jonas De Ro,Inventors' Fair
1,117,Yeong-Hao Han,Sequestered Stash
1,129,Adam Paquette,Spirebluff Canal
1,3,John Avon,Plains
1,3,John Avon,Plains
1,125,Clint Cearley,Plains
1,117,Yeong-Hao Han,Island
1,117,Yeong-Hao Han,Island
1,141,Johannes Voss,Island
1,60,James Paick,Swamp
1,129,Adam Paquette,Swamp
1,129,Adam Paquette,Swamp
1,137,Richard Wright,Mountain
1,142,Eytan Zana,Mountain
1,142,Eytan Zana,Mountain
1,131,Christine Choi,Forest
1,131,Christine Choi,Forest
1,143,Chase Stone,Forest
1,83,Jason Rainville,"Chandra, Pyrogenius"
1,118,Viktor Titov,Flame Lash
1,76,Lius Lasahido,Liberating Combustion
1,144,John Stanko,Renegade Firebrand
1,145,Efflam Mercier,Stone Quarry
1,127,Willian Murai,"Nissa, Nature's Artisan"
1,131,Christine Choi,Guardian of the Great Conduit
1,97,Magali Villeneuve,Terrain Elemental
1,92,Zack Stella,Verdant Crescendo
1,145,Efflam Mercier,Woodland Stream
2,11,Dan Scott,Chaotic Aether
2,146,Brad Rigney,Armored Griffin
2,147,Chuck Lukacs,Interplanar Tunnel
2,148,Rebecca Guay,Auramancer
2,149,Brandon Kitkouski,Morphic Tide
2,150,Jeff Miracola,Auratouched Mage
2,62,Jason Felix,Mutual Epiphany
2,45,Mark Tedin,Cage of Hands
2,18,Dave Kendall,Planewide Disaster
2,45,Mark Tedin,Celestial Ancient
2,11,Dan Scott,Reality Shaping
2,43,Christopher Moeller,Felidar Umbra
2,151,Gabor Szikszai,Spatial Merging
2,152,Wayne England,Ghostly Prison
2,4,rk post,Time Distortion
2,114,Howard Lyon,Hyena Umbra
2,29,Rob Alexander,Akoum
2,153,Scott Chou,Kor Spiritdancer
2,43,Christopher Moeller,Aretopolis
2,114,Howard Lyon,Mammoth Umbra
2,77,Sam Burley,Astral Arena
2,154,Cyril Van Der Haegen,Sigil of the Empty Throne
2,155,Mark Hyzer,Bloodhill Bastion
2,61,Izzy,Spirit Mantle
2,156,Goran Josic,Edge of Malacol
2,157,Shishizaru,Three Dreams
2,158,Kekai Kotaki,Furnace Layer
2,9,Jim Nelson,Augury Owl
2,18,Dave Kendall,Gavony
2,108,David Palumbo,Cancel
2,159,Omar Rayyan,Glen Elendra
2,4,rk post,Concentrate
2,158,Kekai Kotaki,Grand Ossuary
2,29,Rob Alexander,Guard Gomazoa
2,160,Erica Yang,Grove of the Dreampods
2,43,Christopher Moeller,"Higure, the Still Wind"
2,103,Vincent Proce,Hedron Fields of Agadeem
2,161,Allen Williams,Illusory Angel
2,162,Aleksi Briclot,Jund
2,21,Kev Walker,Mistblade Shinobi
2,129,Adam Paquette,Kessig
2,11,Dan Scott,Ninja of the Deep Hours
2,163,Trevor Claxton,Kharasha Foothills
2,164,Bob Eggleton,Peregrine Drake
2,3,John Avon,Kilnspire District
2,34,Luca Zontini,Primal Plasma
2,165,Philip Straub,Lair of the Ashen Idol
2,166,Brian Snõddy,Sakashima's Student
2,167,Franz Vohwinkel,Mount Keralia
2,168,Andrew Robinson,See Beyond
2,58,Daniel Ljunggren,Nephalia
2,24,Volkan Baga,Sunken Hope
2,80,Igor Kieryluk,Norn's Dominion
2,169,Scott M. Fischer,Walker of Secret Ways
2,170,Nic Klein,Onakke Catacomb
2,113,Mike Bierek,Wall of Frost
2,171,Charles Urbach,Orochi Colony
2,21,Kev Walker,Whirlpool Warrior
2,171,Charles Urbach,Orzhova
2,21,Kev Walker,Assassinate
2,172,Drew Baker,Prahv
2,18,Dave Kendall,Cadaver Imp
2,171,Charles Urbach,Quicksilver Sea
2,146,Brad Rigney,Dark Hatchling
2,20,Martina Pilcerova,Selesnya Loft Gardens
2,16,Wayne Reynolds,"Ink-Eyes, Servant of Oni"
2,103,Vincent Proce,Stensia
2,173,Vance Kovacs,Liliana's Specter
2,88,Cliff Childs,Takenuma
2,50,Mark Zug,Okiba-Gang Shinobi
2,41,Chippy,Talon Gates
2,42,Matt Cavotta,Skullsnatcher
2,103,Vincent Proce,Trail of the Mage-Rings
2,1,Paolo Parente,Throat Slitter
2,9,Jim Nelson,Truga Jungle
2,174,Karl Kopinski,Tormented Soul
2,158,Kekai Kotaki,Windriddle Palaces
2,175,Marc Simonetti,Arc Trail
2,4,rk post,The Zephyr Maze
2,152,Wayne England,Beetleback Chief
2,176,Gary Ruddell,Erratic Explosion
2,1,Paolo Parente,Fiery Conclusion
2,96,Daarken,Fiery Fall
2,1,Paolo Parente,Fling
2,177,Anthony Francisco,Hellion Eruption
2,149,Brandon Kitkouski,Hissing Iguanar
2,113,Mike Bierek,Mark of Mutiny
2,36,Carl Critchlow,Mass Mutiny
2,37,Steve Ellis,Mudbutton Torchrunner
2,96,Daarken,Preyseizer Dragon
2,5,Zoltan Boros & Gabor Szikszai,Rivals' Duel
2,33,Jon Foster,Thorn-Thrash Viashino
2,149,Brandon Kitkouski,Thunder-Thrash Elder
2,119,Raymond Swanland,Warstorm Surge
2,39,Lars Grant-West,Aura Gnarlid
2,69,Johann Bodin,Awakening Zone
2,49,Dave Allsop,Beast Within
2,43,Christopher Moeller,Boar Umbra
2,15,Tomas Giorello,Bramble Elemental
2,14,Steven Belledin,Brindle Shoat
2,50,Mark Zug,Brutalizer Exarch
2,81,Anthony Palumbo,Cultivate
2,16,Wayne Reynolds,Dowsing Shaman
2,16,Wayne Reynolds,Dreampod Druid
2,163,Trevor Claxton,Gluttonous Slime
2,133,Jason A. Engle,Lumberknot
2,119,Raymond Swanland,Mitotic Slime
2,119,Raymond Swanland,Mycoloth
2,163,Trevor Claxton,Nest Invader
2,178,Darrell Riche,Nullmage Advocate
2,80,Igor Kieryluk,Ondu Giant
2,36,Carl Critchlow,Overrun
2,179,Jeff Easley,Penumbra Spider
2,153,Scott Chou,Predatory Urge
2,180,Glen Angus,Quiet Disrepair
2,21,Kev Walker,Rancor
2,27,James Wong,Silhana Ledgewalker
2,43,Christopher Moeller,Snake Umbra
2,173,Vance Kovacs,Tukatongue Thallid
2,66,Matt Stewart,Viridian Emissary
2,30,Heather Hudson,Wall of Blossoms
2,91,Nils Hamm,Baleful Strix
2,119,Raymond Swanland,Bituminous Blast
2,181,Steve Argyle,Bloodbraid Elf
2,182,Jean-Sébastien Rossbach,Deny Reality
2,9,Jim Nelson,Dimir Infiltrator
2,36,Carl Critchlow,Dragonlair Spider
2,91,Nils Hamm,Elderwood Scion
2,78,Chris Rahn,Enigma Sphinx
2,19,Steve Prescott,Enlisted Wurm
2,167,Franz Vohwinkel,Etherium-Horn Sorcerer
2,183,Val Mayerik,Fires of Yavimaya
2,184,Michael Komarck,Fusion Elemental
2,21,Kev Walker,Glen Elendra Liege
2,96,Daarken,Hellkite Hatchling
2,43,Christopher Moeller,Indrik Umbra
2,185,Larry MacDougall,Inkfathom Witch
2,186,Anthony S. Waters,Kathari Remnant
2,120,Zoltan Boros,Krond the Dawn-Clad
2,187,Ron Spencer,Last Stand
2,8,Thomas M. Baxa,Maelstrom Wanderer
2,38,Alex Horley-Orlandelli,Noggle Ransacker
2,17,Terese Nielsen,Pollenbright Wings
2,61,Izzy,Shardless Agent
2,19,Steve Prescott,Silent-Blade Oni
2,17,Terese Nielsen,Thromok the Insatiable
2,161,Allen Williams,Vela the Night-Clad
2,167,Franz Vohwinkel,Armillary Sphere
2,188,Ben Thompson,Farsight Mask
2,80,Igor Kieryluk,Flayer Husk
2,29,Rob Alexander,Fractured Powerstone
2,47,Mark Brill,Quietus Spike
2,166,Brian Snõddy,Sai of the Shinobi
2,23,Ron Spears,Thran Golem
2,35,Daren Bader,Whispersilk Cloak
2,3,John Avon,Dimir Aqueduct
2,14,Steven Belledin,Exotic Orchard
2,165,Philip Straub,Graypelt Refuge
2,3,John Avon,Gruul Turf
2,154,Cyril Van Der Haegen,Jwar Isle Refuge
2,167,Franz Vohwinkel,Kazandu Refuge
2,63,Ryan Pancoast,Khalni Garden
2,189,Tony Szczudlo,Krosan Verge
2,124,Jaime Jones,Rupture Spire
2,3,John Avon,Selesnya Sanctuary
2,88,Cliff Childs,Shimmering Grotto
2,20,Martina Pilcerova,"Skarrg, the Rage Pits"
2,22,Alan Pollack,Tainted Isle
2,11,Dan Scott,Terramorphic Expanse
2,20,Martina Pilcerova,"Vitu-Ghazi, the City-Tree"
2,190,Fred Fields,Vivid Creek
2,3,John Avon,Plains
2,3,John Avon,Plains
2,191,Véronique Meignaud,Plains
2,138,Jung Park,Plains
2,103,Vincent Proce,Plains
2,3,John Avon,Island
2,20,Martina Pilcerova,Island
2,20,Martina Pilcerova,Island
2,20,Martina Pilcerova,Island
2,20,Martina Pilcerova,Island
2,3,John Avon,Swamp
2,9,Jim Nelson,Swamp
2,9,Jim Nelson,Swamp
2,9,Jim Nelson,Swamp
2,9,Jim Nelson,Swamp
2,3,John Avon,Mountain
2,162,Aleksi Briclot,Mountain
2,192,D. Alexander Gregory,Mountain
2,191,Véronique Meignaud,Mountain
2,3,John Avon,Forest
2,3,John Avon,Forest
2,162,Aleksi Briclot,Forest
2,191,Véronique Meignaud,Forest
2,103,Vincent Proce,Forest
2,10,Stephen Tappin,Forest
2,14,Steven Belledin,Stairs to Infinity
3,162,Aleksi Briclot,Ajani Goldmane
3,168,Andrew Robinson,Angel's Mercy
3,84,Jesper Ejsing,Armored Ascension
3,26,Greg Staples,Baneslayer Angel
3,82,Eric Deschamps,Blinding Mage
3,26,Greg Staples,Captain of the Watch
3,108,David Palumbo,Celestial Purge
3,21,Kev Walker,Divine Verdict
3,45,Mark Tedin,Elite Vanguard
3,66,Matt Stewart,Excommunicate
3,61,Izzy,Glorious Charge
3,193,Warren Mahy,Griffin Sentinel
