6,Enchantment,62,Phyrexian Reclamation
22,Creature — Insect,63,Plague Beetle
24,Creature — Zombie,64,Rank and File
1,Instant,65,Sick and Tired
2,Enchantment — Aura,66,Sleeper's Guile
6,Enchantment,67,Subversion
1,Instant,68,Swat
25,Creature — Imp,69,Tethered Skirge
2,Enchantment — Aura,70,Treacherous Link
8,Sorcery,71,Unearth
1,Instant,72,About Face
26,Creature — Human Nomad,73,Avalanche Riders
3,Creature — Human Knight,74,Defender of Chaos
26,Creature — Human Nomad,75,Ghitu Fire-Eater
26,Creature — Human Nomad,76,Ghitu Slinger
6,Enchantment,77,Ghitu War Cry
27,Creature — Goblin Shaman,78,Goblin Medics
28,Creature — Goblin Artificer,79,Goblin Welder
2,Enchantment — Aura,80,Granite Grip
6,Enchantment,81,Impending Disaster
1,Instant,82,Last-Ditch Effort
8,Sorcery,83,Lava Axe
29,Creature — Hydra,84,Molten Hydra
1,Instant,85,Parch
30,Creature — Lizard,86,Pygmy Pyrosaur
6,Enchantment,87,Pyromancy
1,Instant,88,Rack and Ruin
6,Enchantment,89,Rivalry
31,Creature — Phoenix,90,Shivan Phoenix
2,Enchantment — Aura,91,Sluggishness
32,Creature — Viashino,92,Viashino Bey
32,Creature — Viashino,93,Viashino Cutthroat
32,Creature — Viashino,94,Viashino Heretic
33,Creature — Viashino Scout,95,Viashino Sandscout
34,Creature — Frog,96,Bloated Toad
1,Instant,97,Crop Rotation
35,Creature — Elf,98,Darkwatch Elves
6,Enchantment,99,Defense of the Heart
35,Creature — Elf,100,Deranged Hermit
36,Creature — Elk Beast,101,Gang of Elk
1,Instant,102,Harmonic Convergence
6,Enchantment,103,Hidden Gibbons
37,Creature — Wolf,104,Lone Wolf
1,Instant,105,Might of Oaks
38,Legendary Creature — Elemental,106,"Multani, Maro-Sorcerer"
35,Creature — Elf,107,Multani's Acolyte
6,Enchantment,108,Multani's Presence
2,Enchantment — Aura,109,Rancor
1,Instant,110,Repopulate
1,Instant,111,Silk Net
39,Creature — Ape,112,Simian Grunts
40,Creature — Treefolk,113,Treefolk Mystic
35,Creature — Elf,114,Weatherseed Elf
40,Creature — Treefolk,115,Weatherseed Treefolk
8,Sorcery,116,Wing Snare
35,Creature — Elf,117,Yavimaya Granger
40,Creature — Treefolk,118,Yavimaya Scion
41,Creature — Wurm,119,Yavimaya Wurm
42,Artifact,120,Angel's Trumpet
43,Artifact Creature — Golem,121,Beast of Burden
42,Artifact,122,Crawlspace
42,Artifact,123,Damping Engine
42,Artifact,124,Defense Grid
42,Artifact,125,Grim Monolith
42,Artifact,126,Iron Maiden
44,Artifact Creature — Insect,127,Jhoira's Toolbox
42,Artifact,128,Memory Jar
42,Artifact,129,Quicksilver Amulet
42,Artifact,130,Ring of Gix
42,Artifact,131,Scrapheap
42,Artifact,132,Thran Lens
45,Artifact Creature — Construct,133,Thran War Machine
42,Artifact,134,Thran Weaponry
46,Artifact Creature — Gnome,135,Ticking Gnomes
42,Artifact,136,Urza's Blueprints
42,Artifact,137,Wheel of Torture
47,Land,138,Faerie Conclave
47,Land,139,Forbidding Watchtower
47,Land,140,Ghitu Encampment
47,Land,141,Spawning Pool
47,Land,142,Treetop Village
3,Creature — Human Knight,143,Accorder Paladin
5,Creature — Human Soldier,144,Ardent Recruit
1,Instant,145,Banishment Decree
1,Instant,146,Choking Fumes
1,Instant,147,Divine Offering
1,Instant,148,Frantic Salvage
48,Creature — Hound,149,Gore Vassal
3,Creature — Human Knight,150,Hero of Bladehold
49,Creature — Cat Soldier,151,Kemba's Legion
50,Creature — Cat Cleric,152,Leonin Relic-Warder
51,Creature — Cat Knight,153,Leonin Skyhunter
52,Creature — Elephant Soldier,154,Loxodon Partisan
1,Instant,155,Master's Call
3,Creature — Human Knight,156,Mirran Crusader
8,Sorcery,157,Phyrexian Rebirth
53,Creature — Cleric,158,Priests of Norn
17,Creature — Bird,159,Tine Shrike
10,Creature — Angel,160,Victory's Herald
1,Instant,161,White Sun's Zenith
1,Instant,162,Blue Sun's Zenith
54,Creature — Sphinx,163,Consecrated Sphinx
2,Enchantment — Aura,164,Corrupted Conscience
11,Creature — Shapeshifter,165,Cryptoplasm
8,Sorcery,166,Distant Memories
1,Instant,167,Fuel for the Cause
55,Creature — Drone,168,Mirran Spy
8,Sorcery,169,Mitotic Manipulation
56,Creature — Human Rogue,170,Neurok Commando
57,Creature — Homunculus,171,Oculus
1,Instant,172,Quicksilver Geyser
18,Creature — Drake,173,Serum Raker
58,Creature — Serpent,174,Spire Serpent
1,Instant,175,Steel Sabotage
12,Creature — Human Wizard,176,Treasure Mage
1,Instant,177,Turn the Tide
59,Creature — Vedalken Wizard,178,Vedalken Anatomist
59,Creature — Vedalken Wizard,179,Vedalken Infuser
8,Sorcery,180,Vivisection
8,Sorcery,181,Black Sun's Zenith
48,Creature — Hound,182,Caustic Hound
60,Creature — Gremlin,183,Flensermite
25,Creature — Imp,184,Flesh-Eater Imp
1,Instant,185,Go for the Throat
8,Sorcery,186,Gruesome Encore
8,Sorcery,187,Horrifying Revelation
41,Creature — Wurm,188,Massacre Wurm
8,Sorcery,189,Morbid Plunder
61,Creature — Zombie Warrior,190,Nested Ghoul
2,Enchantment — Aura,191,Phyresis
62,Creature — Zombie Knight,192,Phyrexian Crusader
21,Creature — Horror,193,Phyrexian Rager
21,Creature — Horror,194,Phyrexian Vatmother
63,Creature — Vampire Shaman,195,Sangromancer
24,Creature — Zombie,196,Scourge Servant
64,Creature — Rat,197,Septic Rats
8,Sorcery,198,Spread the Sickness
1,Instant,199,Virulent Wound
27,Creature — Goblin Shaman,200,Blisterstick Shaman
1,Instant,201,Burn the Impure
8,Sorcery,202,Concussive Bolt
1,Instant,203,Crush
65,Creature — Beast,204,Galvanoth
66,Creature — Dinosaur,205,Gnathosaur
67,Creature — Goblin Warrior,206,Goblin Wardriver
68,Creature — Dragon,207,Hellkite Igniter
3,Creature — Human Knight,208,Hero of Oxid Ridge
1,Instant,209,Into the Core
56,Creature — Human Rogue,210,Koth's Courier
69,Creature — Elemental,211,Kuldotha Flamefiend
70,Creature — Giant Berserker,212,Kuldotha Ringleader
8,Sorcery,213,Metallic Mastery
71,Creature — Ogre,214,Ogre Resister
1,Instant,215,Rally the Forces
8,Sorcery,216,Red Sun's Zenith
8,Sorcery,217,Slagstorm
72,Creature — Human Berserker,218,Spiraling Duelist
73,Creature — Spider,219,Blightwidow
8,Sorcery,220,Creeping Corrosion
65,Creature — Beast,221,Fangren Marauder
21,Creature — Horror,222,Glissa's Courier
8,Sorcery,223,Green Sun's Zenith
8,Sorcery,224,Lead the Stampede
74,Creature — Human Warrior,225,Melira's Keepers
1,Instant,226,Mirran Mettle
29,Creature — Hydra,227,Phyrexian Hydra
1,Instant,228,Pistus Strike
65,Creature — Beast,229,Plaguemaw Beast
8,Sorcery,230,Praetor's Counsel
41,Creature — Wurm,231,Quilled Slagwurm
37,Creature — Wolf,232,Rot Wolf
22,Creature — Insect,233,Tangle Mantis
75,Legendary Creature — Troll Shaman,234,"Thrun, the Last Troll"
1,Instant,235,Unnatural Predation
76,Creature — Elf Shaman,236,Viridian Corrupter
77,Creature — Elf Scout,237,Viridian Emissary
78,Legendary Creature — Zombie Elf,238,"Glissa, the Traitor"
79,Legendary Planeswalker — Tezzeret,239,"Tezzeret, Agent of Bolas"
45,Artifact Creature — Construct,240,Bladed Sentinel
43,Artifact Creature — Golem,241,Blightsteel Colossus
80,Artifact — Equipment,242,Bonehoard
81,Artifact Creature — Myr,243,Brass Squire
80,Artifact — Equipment,244,Copper Carapace
82,Artifact Creature — Horror,245,Core Prowler
80,Artifact — Equipment,246,Darksteel Plate
42,Artifact,247,Decimator Web
83,Artifact Creature — Hound,248,Dross Ripper
80,Artifact — Equipment,249,Flayer Husk
44,Artifact Creature — Insect,250,Gust-Skimmer
43,Artifact Creature — Golem,251,Hexplate Golem
42,Artifact,252,Ichor Wellspring
42,Artifact,253,Knowledge Pool
84,Artifact Creature — Gargoyle,254,Lumengrid Gargoyle
42,Artifact,255,Magnetic Mine
42,Artifact,256,Mirrorworks
80,Artifact — Equipment,257,Mortarpod
81,Artifact Creature — Myr,258,Myr Sire
42,Artifact,259,Myr Turbine
81,Artifact Creature — Myr,260,Myr Welder
45,Artifact Creature — Construct,261,Peace Strider
45,Artifact Creature — Construct,262,Phyrexian Digester
85,Artifact Creature — Juggernaut,263,Phyrexian Juggernaut
82,Artifact Creature — Horror,264,Phyrexian Revoker
45,Artifact Creature — Construct,265,Pierce Strider
80,Artifact — Equipment,266,Piston Sledge
81,Artifact Creature — Myr,267,Plague Myr
82,Artifact Creature — Horror,268,Psychosis Crawler
86,Artifact Creature — Rhino,269,Razorfield Rhino
82,Artifact Creature — Horror,270,Rusted Slasher
81,Artifact Creature — Myr,271,Shimmer Myr
42,Artifact,272,Shriekhorn
87,Artifact Creature — Pest,273,Signal Pest
80,Artifact — Equipment,274,Silverskin Armor
80,Artifact — Equipment,275,Skinwing
42,Artifact,276,Sphere of the Suns
45,Artifact Creature — Construct,277,Spin Engine
42,Artifact,278,Spine of Ish Sah
80,Artifact — Equipment,279,Strandwalker
80,Artifact — Equipment,280,Sword of Feast and Famine
88,Artifact Creature — Beast,281,Tangle Hulk
89,Artifact Creature — Thopter,282,Thopter Assembly
42,Artifact,283,Titan Forge
90,Artifact Creature — Drone,284,Training Drone
80,Artifact — Equipment,285,Viridian Claw
47,Land,286,Contested War Zone
47,Land,287,Inkmoth Nexus
91,Basic Land — Plains,288,Plains
91,Basic Land — Plains,289,Plains
92,Basic Land — Island,290,Island
92,Basic Land — Island,291,Island
93,Basic Land — Swamp,292,Swamp
93,Basic Land — Swamp,293,Swamp
94,Basic Land — Mountain,294,Mountain
94,Basic Land — Mountain,295,Mountain
95,Basic Land — Forest,296,Forest
95,Basic Land — Forest,297,Forest
9,Legendary Creature — Angel,298,"Akroma, Angel of Wrath"
96,Creature — Atog,299,Auratog
6,Enchantment,300,Celestial Dawn
2,Enchantment — Aura,301,Consecrate Land
97,Creature — Human Rebel,302,Defiant Vanguard
1,Instant,303,Disenchant
6,Enchantment,304,Enduring Renewal
98,Creature — Sliver,305,Essence Sliver
1,Instant,306,Honorable Passage
5,Creature — Human Soldier,307,Icatian Javelineers
3,Creature — Human Knight,308,Moorish Cavalry
8,Sorcery,309,Resurrection
6,Enchantment,310,Sacred Mesa
99,Creature — Soltari Cleric,311,Soltari Priest
5,Creature — Human Soldier,312,Squire
100,Creature — Incarnation,313,Valor
7,Creature — Human Cleric,314,Witch Hunter
3,Creature — Human Knight,315,Zhalfirin Commander
101,Creature — Fish,316,Dandân
4,Creature — Human,317,Flying Men
102,Creature — Spirit,318,Ghost Ship
103,Creature — Oyster,319,Giant Oyster
104,Creature — Leviathan,320,Leviathan
105,Creature — Merfolk,321,Lord of Atlantis
106,Creature — Merfolk Assassin,322,Merfolk Assassin
107,Legendary Creature — Illusion,323,Mistform Ultimus
12,Creature — Human Wizard,324,Ovinomancer
108,Creature — Human Pirate,325,Pirate Ship
12,Creature — Human Wizard,326,Prodigal Sorcerer
1,Instant,327,Psionic Blast
4,Creature — Human,328,Sindbad
17,Creature — Bird,329,Stormscape Familiar
2,Enchantment — Aura,330,Unstable Mutation
12,Creature — Human Wizard,331,Voidmage Prodigy
1,Instant,332,Whispers of the Muse
12,Creature — Human Wizard,333,Willbender
109,Creature — Avatar,334,Avatar of Woe
6,Enchantment,335,Bad Moon
6,Enchantment,336,Conspiracy
1,Instant,337,Darkness
110,Creature — Dauthi Soldier,338,Dauthi Slayer
111,Creature — Eye,339,Evil Eye of Orms-by-Gore
112,Creature — Nightmare Horror,340,Faceless Butcher
1,Instant,341,Funeral Charm
4,Creature — Human,342,Sengir Autocrat
12,Creature — Human Wizard,343,Shadow Guildmage
113,Creature — Vampire,344,Soul Collector
8,Sorcery,345,Stupor
22,Creature — Insect,346,Swamp Mosquito
114,Creature — Zombie Mutant,347,Twisted Abomination
4,Creature — Human,348,Uncle Istvan
24,Creature — Zombie,349,Undead Warchief
115,Creature — Human Spellshaper,350,Undertaker
116,Creature — Zombie Cleric,351,Withered Wretch
26,Creature — Human Nomad,352,Avalanche Riders
8,Sorcery,353,Browbeat
117,Creature — Giant,354,Desolation Giant
8,Sorcery,355,Disintegrate
68,Creature — Dragon,356,Dragon Whelp
8,Sorcery,357,Dragonstorm
118,Legendary Creature — Human Rogue,358,Eron the Relentless
1,Instant,359,Fiery Temper
2,Enchantment — Aura,360,Fire Whip
119,Creature — Goblin,361,Goblin Snowman
120,Creature — Kobold,362,Kobold Taskmaster
121,Creature — Orc,363,Orcish Librarian
122,Creature — Orgg,364,Orgg
6,Enchantment,365,Pandemonium
3,Creature — Human Knight,366,Suq'Ata Lancer
8,Sorcery,367,Tribal Flames
123,Creature — Troll,368,Uthden Troll
124,Creature — Efreet,369,Wildfire Emissary
1,Instant,370,Avoid Fate
8,Sorcery,371,Call of the Herd
125,Creature — Cockatrice,372,Cockatrice
117,Creature — Giant,373,Craw Giant
8,Sorcery,374,Gaea's Blessing
109,Creature — Avatar,375,Gaea's Liege
1,Instant,376,Hail Storm
126,Creature — Bird Beast,377,Hunting Moa
127,Legendary Creature — Human Spellshaper,378,"Jolrael, Empress of Beasts"
128,Creature — Beast Mutant,379,Krosan Cloudscraper
65,Creature — Beast,380,Scragnoth
129,Creature — Spike,381,Spike Feeder
130,Creature — Slug,382,Spitting Slug
131,Creature — Fungus,383,Thallid
132,Creature — Elf Wizard,384,Thornscape Battlemage
133,Legendary Creature — Treefolk,385,Verdeloth the Ancient
134,Creature — Plant Wall,386,Wall of Roots
135,Creature — Human Monk,387,Whirling Dervish
8,Sorcery,388,Coalition Victory
8,Sorcery,389,Fiery Justice
136,Legendary Creature — Human,390,Jasmine Boreal
10,Creature — Angel,391,Lightning Angel
136,Legendary Creature — Human,392,Merieke Ri Berit
137,Creature — Human Nomad Mystic,393,Mystic Enforcer
138,Creature — Snake,394,Mystic Snake
139,Legendary Creature — Elder Dragon,395,Nicol Bolas
12,Creature — Human Wizard,396,Shadowmage Infiltrator
140,Legendary Creature — Demon,397,Sol'kanar the Swamp King
98,Creature — Sliver,398,Spined Sliver
6,Enchantment,399,Stormbind
6,Enchantment,400,Teferi's Moat
141,Legendary Creature — Human Warrior,401,Vhati il-Dal
8,Sorcery,402,Void
8,Sorcery,403,Assault
8,Sorcery,404,Battery
42,Artifact,405,Claws of Gix
43,Artifact Creature — Golem,406,Dodecapod
42,Artifact,407,Feldon's Cane
42,Artifact,408,Grinning Totem
45,Artifact Creature — Construct,409,Mindless Automaton
142,Legendary Artifact,410,Mirari
42,Artifact,411,The Rack
42,Artifact,412,Serrated Arrows
42,Artifact,413,Tormod's Crypt
42,Artifact,414,War Barge
47,Land,415,Arena
143,Land — Desert,416,Desert
47,Land,417,Gemstone Mine
144,Legendary Land,418,Pendelhaven
47,Land,419,Safe Haven
10,Creature — Angel,420,Angel of Sanctions
6,Enchantment,421,Anointed Procession
7,Creature — Human Cleric,422,Anointer Priest
8,Sorcery,423,Approach of the Second Sun
145,Creature — Bird Wizard,424,Aven Mindcensor
24,Creature — Zombie,425,Binding Mummy
146,Enchantment — Aura Cartouche,426,Cartouche of Solidarity
6,Enchantment,427,Cast Out
2,Enchantment — Aura,428,Compulsory Rest
74,Creature — Human Warrior,429,Devoted Crop-Mate
1,Instant,430,Djeru's Resolve
24,Creature — Zombie,431,Fan Bearer
1,Instant,432,Forsake the Worldly
147,Legendary Planeswalker — Gideon,433,Gideon of the Trials
6,Enchantment,434,Gideon's Intervention
74,Creature — Human Warrior,435,Glory-Bound Initiate
12,Creature — Human Wizard,436,Gust Walker
1,Instant,437,Impeccable Timing
1,Instant,438,In Oketra's Name
1,Instant,439,Mighty Leap
148,Legendary Creature — God,440,Oketra the True
149,Creature — Bird Soldier,441,Oketra's Attendant
6,Enchantment,442,Protection of the Hekma
150,Creature — Cat,443,Regal Caracal
1,Instant,444,Renewed Faith
74,Creature — Human Warrior,445,Rhet-Crop Spearmaster
150,Creature — Cat,446,Sacred Cat
10,Creature — Angel,447,Seraph of the Suns
24,Creature — Zombie,448,Sparring Mummy
151,Creature — Camel,449,Supply Caravan
152,Creature — Bird Warrior,450,Tah-Crop Elite
24,Creature — Zombie,451,Those Who Serve
1,Instant,452,Time to Reflect
6,Enchantment,453,Trial of Solidarity
74,Creature — Human Warrior,454,Trueheart Duelist
74,Creature — Human Warrior,455,Unwavering Initiate
7,Creature — Human Cleric,456,Vizier of Deferment
7,Creature — Human Cleric,457,Vizier of Remedies
10,Creature — Angel,458,Winged Shepherd
16,Creature — Crab,459,Ancient Crab
18,Creature — Drake,460,Angler Drake
6,Enchantment,461,As Foretold
152,Creature — Bird Warrior,462,Aven Initiate
1,Instant,463,Cancel
146,Enchantment — Aura Cartouche,464,Cartouche of Knowledge
1,Instant,465,Censor
8,Sorcery,466,Compelling Argument
58,Creature — Serpent,467,Cryptic Serpent
54,Creature — Sphinx,468,Curator of Mysteries
1,Instant,469,Decision Paralysis
6,Enchantment,470,Drake Haven
1,Instant,471,Essence Scatter
8,Sorcery,472,Floodwaters
1,Instant,473,Galestrike
54,Creature — Sphinx,474,Glyph Keeper
7,Creature — Human Cleric,475,Hekma Sentinels
1,Instant,476,Hieroglyphic Illumination
2,Enchantment — Aura,477,Illusory Wrappings
148,Legendary Creature — God,478,Kefnet the Mindful
153,Creature — Illusion Warrior,479,Labyrinth Guardian
2,Enchantment — Aura,480,Lay Claim
154,Creature — Naga Cleric,481,Naga Oracle
6,Enchantment,482,New Perspectives
8,Sorcery,483,Open into Wonder
1,Instant,484,Pull from Tomorrow
58,Creature — Serpent,485,River Serpent
8,Sorcery,486,Sacred Excavation
7,Creature — Human Cleric,487,Scribe of the Mindful
12,Creature — Human Wizard,488,Seeker of Insight
18,Creature — Drake,489,Shimmerscale Drake
155,Creature — Naga Rogue,490,Slither Blade
156,Creature — Naga Warrior,491,Tah-Crop Skirmisher
6,Enchantment,492,Trial of Knowledge
157,Creature — Shapeshifter Cleric,493,Vizier of Many Faces
7,Creature — Human Cleric,494,Vizier of Tumbling Sands
1,Instant,495,Winds of Rebuke
145,Creature — Bird Wizard,496,Zenith Seeker
158,Creature — Demon,497,Archfiend of Ifnir
159,Creature — Crocodile Demon,498,Baleful Ammit
160,Creature — Zombie Bat,499,Blighted Bat
17,Creature — Bird,500,Bone Picker
148,Legendary Creature — God,501,Bontu the Glorified
146,Enchantment — Aura Cartouche,502,Cartouche of Ambition
161,Enchantment — Aura Curse,503,Cruel Reality
162,Creature — Zombie Minotaur,504,Cursed Minotaur
8,Sorcery,505,Dispossess
4,Creature — Human,506,Doomed Dissenter
163,Creature — Zombie Jackal,507,Dread Wanderer
22,Creature — Insect,508,Dune Beetle
6,Enchantment,509,Faith of the Devoted
24,Creature — Zombie,510,Festering Mummy
1,Instant,511,Final Reward
24,Creature — Zombie,512,Gravedigger
21,Creature — Horror,513,Grim Strider
21,Creature — Horror,514,Horror of the Broken Lands
8,Sorcery,515,Lay Bare the Heart
164,Legendary Planeswalker — Liliana,516,"Liliana, Death's Majesty"
6,Enchantment,517,Liliana's Mastery
24,Creature — Zombie,518,Lord of the Accursed
163,Creature — Zombie Jackal,519,Miasmic Mummy
6,Enchantment,520,Nest of Scarabs
8,Sorcery,521,Painful Lesson
165,Creature — Minotaur Cleric,522,Pitiless Vizier
166,Creature — Zombie Beast,523,Plague Belcher
167,Creature — Human Archer,524,Ruthless Sniper
1,Instant,525,Scarab Feast
1,Instant,526,Shadow of the Grave
168,Creature — Scorpion Demon,527,Soulstinger
1,Instant,528,Splendid Agony
8,Sorcery,529,Stir the Sands
1,Instant,530,Supernatural Stamina
161,Enchantment — Aura Curse,531,Trespasser's Curse
6,Enchantment,532,Trial of Ambition
8,Sorcery,533,Unburden
8,Sorcery,534,Wander in Death
169,Creature — Scorpion,535,Wasteland Scorpion
170,Creature — Minotaur Warrior,536,Ahn-Crop Crasher
171,Creature — Jackal Rogue,537,Battlefield Scavenger
8,Sorcery,538,Blazing Volley
74,Creature — Human Warrior,539,Bloodlust Inciter
170,Creature — Minotaur Warrior,540,Bloodrage Brawler
1,Instant,541,Brute Strength
8,Sorcery,542,By Force
146,Enchantment — Aura Cartouche,543,Cartouche of Zeal
74,Creature — Human Warrior,544,Combat Celebrant
2,Enchantment — Aura,545,Consuming Fervor
1,Instant,546,Deem Worthy
65,Creature — Beast,547,Desert Cerodon
1,Instant,548,Electrify
170,Creature — Minotaur Warrior,549,Emberhorn Minotaur
172,Creature — Jackal Warrior,550,Flameblade Adept
1,Instant,551,Fling
1,Instant,552,Glorious End
68,Creature — Dragon,553,Glorybringer
7,Creature — Human Cleric,554,Harsh Mentor
148,Legendary Creature — God,555,Hazoret the Fervent
6,Enchantment,556,Hazoret's Favor
173,Creature — Manticore,557,Heart-Piercer Manticore
174,Creature — Hyena,558,Hyena Pack
8,Sorcery,559,Limits of Solidarity
1,Instant,560,Magma Spray
173,Creature — Manticore,561,Manticore of the Gauntlet
175,Creature — Minotaur Archer,562,Minotaur Sureshot
74,Creature — Human Warrior,563,Nef-Crop Entangler
172,Creature — Jackal Warrior,564,Nimble-Blade Khenra
12,Creature — Human Wizard,565,Pathmaker Initiate
1,Instant,566,Pursue Glory
12,Creature — Human Wizard,567,Soul-Scar Mage
8,Sorcery,568,Sweltering Suns
30,Creature — Lizard,569,Thresher Lizard
8,Sorcery,570,Tormenting Voice
6,Enchantment,571,Trial of Zeal
172,Creature — Jackal Warrior,572,Trueheart Twins
8,Sorcery,573,Violent Impact
170,Creature — Minotaur Warrior,574,Warfire Javelineer
8,Sorcery,575,Benefaction of Rhonas
172,Creature — Jackal Warrior,576,Bitterblade Warrior
146,Enchantment — Aura Cartouche,577,Cartouche of Strength
172,Creature — Jackal Warrior,578,Champion of Rhonas
176,Creature — Human Druid,579,Channeler Initiate
22,Creature — Insect,580,Colossapede
177,Creature — Crocodile,581,Crocodile of the Crossing
178,Creature — Hippo,582,Defiant Greatmaw
1,Instant,583,Dissenter's Deliverance
74,Creature — Human Warrior,584,Exemplar of Strength
73,Creature — Spider,585,Giant Spider
2,Enchantment — Aura,586,Gift of Paradise
41,Creature — Wurm,587,Greater Sandwurm
1,Instant,588,Hapatra's Mark
8,Sorcery,589,Harvest Season
1,Instant,590,Haze of Pollen
179,Creature — Snake Hydra,591,Honored Hydra
156,Creature — Naga Warrior,592,Hooded Brawler
150,Creature — Cat,593,Initiate's Companion
65,Creature — Beast,594,Manglehorn
180,Creature — Naga Druid,595,Naga Vitalist
176,Creature — Human Druid,596,Oashra Cultivator
181,Creature — Antelope,597,Ornery Kudu
150,Creature — Cat,598,Pouncing Cheetah
182,Creature — Cat Snake,599,Prowling Serpopard
151,Creature — Camel,600,Quarry Hauler
148,Legendary Creature — God,601,Rhonas the Indomitable
6,Enchantment,602,Sandwurm Convergence
177,Creature — Crocodile,603,Scaled Behemoth
1,Instant,604,Shed Weakness
30,Creature — Lizard,605,Shefet Monitor
2,Enchantment — Aura,606,Sixth Sense
1,Instant,607,Spidery Grasp
1,Instant,608,Stinging Shot
1,Instant,609,Synchronized Strike
6,Enchantment,610,Trial of Strength
154,Creature — Naga Cleric,611,Vizier of the Menagerie
183,Creature — Naga Wizard,612,Watchful Naga
74,Creature — Human Warrior,613,Ahn-Crop Champion
152,Creature — Bird Warrior,614,Aven Wind Guide
6,Enchantment,615,Bounty of the Luxa
22,Creature — Insect,616,Decimator Beetle
18,Creature — Drake,617,Enigma Drake
184,Legendary Creature — Human Cleric,618,"Hapatra, Vizier of Poisons"
74,Creature — Human Warrior,619,Honored Crop-Captain
172,Creature — Jackal Warrior,620,Khenra Charioteer
170,Creature — Minotaur Warrior,621,Merciless Javelineer
185,Legendary Creature — Minotaur Warrior,622,"Neheb, the Worthy"
186,Legendary Planeswalker — Nissa,623,"Nissa, Steward of Elements"
141,Legendary Creature — Human Warrior,624,"Samut, Voice of Dissent"
7,Creature — Human Cleric,625,Shadowstorm Vizier
184,Legendary Creature — Human Cleric,626,"Temmet, Vizier of Naktamun"
24,Creature — Zombie,627,Wayward Servant
180,Creature — Naga Druid,628,Weaver of Currents
8,Sorcery,629,Dusk
8,Sorcery,630,Dawn
1,Instant,631,Commit
8,Sorcery,632,Memory
8,Sorcery,633,Never
8,Sorcery,634,Return
8,Sorcery,635,Insult
8,Sorcery,636,Injury
8,Sorcery,637,Mouth
8,Sorcery,638,Feed
1,Instant,639,Start
8,Sorcery,640,Finish
1,Instant,641,Reduce
8,Sorcery,642,Rubble
1,Instant,643,Destined
8,Sorcery,644,Lead
1,Instant,645,Onward
8,Sorcery,646,Victory
8,Sorcery,647,Spring
1,Instant,648,Mind
1,Instant,649,Prepare
8,Sorcery,650,Fight
1,Instant,651,Failure
8,Sorcery,652,Comply
8,Sorcery,653,Rags
8,Sorcery,654,Riches
8,Sorcery,655,Cut
8,Sorcery,656,Ribbons
1,Instant,657,Heaven
8,Sorcery,658,Earth
142,Legendary Artifact,659,Bontu's Monument
42,Artifact,660,Edifice of Authority
42,Artifact,661,Embalmer's Tools
42,Artifact,662,Gate to the Afterlife
142,Legendary Artifact,663,Hazoret's Monument
80,Artifact — Equipment,664,Honed Khopesh
142,Legendary Artifact,665,Kefnet's Monument
42,Artifact,666,Luxa River Shrine
142,Legendary Artifact,667,Oketra's Monument
